Loan_ID,Credit_History,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term
LP001790,1.0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.13459197752594554,-0.49387565948021217,0.27108787592315803,0.27207315048860586
LP002448,0.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0.22638317941986336,0.1446617553787869,1.5261447663873422,0.27207315048860586
LP001478,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,-0.603787249473658,-0.49387565948021217,-1.1535712970361862,0.27207315048860586
LP002916,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,-0.8879350141599772,0.06691715380045521,-0.0002757760690980524,0.27207315048860586
LP002281,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,-0.39118262743995136,0.043704310675171346,-0.30555988456038613,0.27207315048860586
LP001716,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,-0.2966916843138595,0.619235437051257,1.1190992883989581,0.27207315048860586
LP001535,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,-0.2420219243623349,-0.49387565948021217,-1.8319804270168265,0.27207315048860586
LP001279,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,-0.8413644779049748,0.4386911016323825,1.0851788318999263,0.27207315048860586
LP002002,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,-0.4694751231729989,-0.49387565948021217,-0.6786849060497382,0.27207315048860586
LP002755,1.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,-0.927081262026501,0.4361118968406843,0.8138151799076702,0.27207315048860586
LP001255,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0.09274598842724771,-0.49387565948021217,0.30500833242219,2.157425122888523
LP002434,1.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0.7015376362824968,-0.49387565948021217,0.203246962925094,0.27207315048860586
LP002637,1.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,-0.009844178395366313,-0.01967043563512746,-0.13595760206522609,0.27207315048860586
LP002453,1.0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2.3436552407523648,-0.49387565948021217,-0.6786849060497382,0.27207315048860586
LP002284,1.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0.19533615524986175,0.1199750809439612,0.16932650642606198,0.27207315048860586
LP001854,1.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1.1051489504925178,-0.49387565948021217,-0.3394803410594181,0.27207315048860586
LP002158,0.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,-0.4134554926053873,0.1199750809439612,-0.13595760206522609,2.157425122888523
LP001518,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,-1.4002109129650038,0.031176744544065767,-2.510389556997467,0.27207315048860586
LP002265,1.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,-1.0931153478052051,0.1048683100211574,0.30500833242219,-2.5559548081112697
LP001006,1.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,-0.6949035160595324,0.37494789749469826,0.5424515279154141,0.27207315048860586
LP001432,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,-0.44247771085125837,-0.49387565948021217,-0.7804462755468342,0.27207315048860586
LP002974,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,-0.2568705011392922,0.22461710392143133,0.13540604992702998,0.27207315048860586
LP001798,1.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1.489187140769277,1.3484134774470786,0.5424515279154141,0.27207315048860586
LP001813,1.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1.6450971969273285,1.102652106580978,0.5424515279154141,-2.5559548081112697
LP002449,0.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,-0.7623970468638837,0.4147413428523277,-0.47516216705554615,-2.5559548081112697
LP001849,0.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1.6417225203871109,-0.49387565948021217,0.37284924542025405,0.27207315048860586
LP001532,1.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,-0.8987339790886734,-0.49387565948021217,0.30500833242219,0.27207315048860586
LP001116,1.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0.0913961178111607,0.12071199659873211,0.203246962925094,0.27207315048860586
LP002874,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,-0.25889530706342273,0.5153303297285579,0.203246962925094,0.27207315048860586
LP001963,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,-1.0789417063362914,0.5838634856222531,0.30500833242219,0.27207315048860586
LP002537,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,-1.032371170081289,0.6667664967839811,0.8138151799076702,0.27207315048860586
LP002161,1.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0.7494580431535862,-0.49387565948021217,-0.7804462755468342,0.27207315048860586
LP002556,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,-0.7947939416499723,-0.49387565948021217,-0.9839690145410263,0.27207315048860586
LP001915,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,-0.8852352729278031,-0.13064993773881303,-0.8822076450439302,-2.5559548081112697
LP002484,1.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,2.7857378675208664,-0.49387565948021217,0.8138151799076702,-2.5559548081112697
LP001914,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0.21220953795094957,-0.1991093975718456,0.27108787592315803,0.27207315048860586
LP001248,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,-0.07598783858363062,-0.49387565948021217,-0.7804462755468342,-0.6706028357113527
LP002684,1.0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,-0.14348136938798195,-0.49387565948021217,-0.30555988456038613,0.27207315048860586
LP001036,0.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,-0.06923848550319549,-0.49387565948021217,-0.9500485580419943,0.27207315048860586
LP002151,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0.1771129019326869,-0.49387565948021217,-1.2553326665332822,0.27207315048860586
LP001098,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,-0.07598783858363062,0.12034353877134665,0.338928788921222,0.27207315048860586
LP002236,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0.6434931997907546,-0.49387565948021217,-0.13595760206522609,0.27207315048860586
LP002841,0.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,-0.3014162314701641,0.26662129624337355,-0.0002757760690980524,0.27207315048860586
LP002250,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1.265783553806874,-0.49387565948021217,0.7120538104105741,0.27207315048860586
LP002244,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,-0.8636373430704107,0.3966869093104403,1.0851788318999263,0.27207315048860586
LP002239,1.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,-0.854863184065845,0.09565686433652096,0.9494970059037982,0.27207315048860586
LP002305,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.6306694289379279,-0.49387565948021217,0.37284924542025405,0.27207315048860586
LP002893,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,-1.1990801911680369,11.973631845761536,-0.47516216705554615,0.27207315048860586
LP002807,1.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0.04212584032398421,-0.40470886525293126,0.13540604992702998,0.27207315048860586
LP002911,0.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,-0.5572167132186556,0.2124579956177112,1.4243833968902462,0.27207315048860586
LP002314,1.0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,-0.9446295800356324,-0.49387565948021217,-1.2892531230323143,0.27207315048860586
LP002180,1.0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,2.166147254736921,-0.49387565948021217,1.2547811143950862,0.27207315048860586
LP002277,0.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,-0.2919671371575549,-0.49387565948021217,-1.1196508405371544,0.27207315048860586
LP002926,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,-0.59838776700931,-0.49387565948021217,0.06756513692896596,0.27207315048860586
LP001888,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,-0.25349582459907466,-0.49387565948021217,-2.510389556997467,0.27207315048860586
LP002369,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,-0.4674503172488684,-0.48793611899325395,-0.5769235365526422,0.27207315048860586
LP001282,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,-0.750923146627144,0.2865180189221883,-0.0002757760690980524,0.27207315048860586
LP001245,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,-1.1727577141543397,0.19698276686752195,-0.2377189715623221,0.27207315048860586
LP002087,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,-0.750923146627144,-0.49387565948021217,-1.2553326665332822,0.27207315048860586
LP001514,1.0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-0.8656621489945412,1.1590261541709532,-0.13595760206522609,0.27207315048860586
LP002143,1.0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-0.8028931653464945,-0.3078044566505558,0.8816560929057341,0.27207315048860586
LP001630,0.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,-0.8636373430704107,0.04075664805608768,-0.06811668906716206,2.157425122888523
LP001029,1.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,-1.1876062909312972,0.5525445702944891,0.338928788921222,0.27207315048860586
LP001043,0.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2.731743042877385,-0.49387565948021217,-0.0002757760690980524,0.27207315048860586
LP002743,0.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,-0.9952497281388958,-0.49387565948021217,-0.16987805856425808,0.27207315048860586
LP002714,1.0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,-0.6301097264873551,-0.01414356822434559,-0.3394803410594181,0.27207315048860586
LP001032,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0.9026683580794638,-0.49387565948021217,0.7120538104105741,0.27207315048860586
LP001228,0.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,-0.2784684309966846,0.3366282834466106,0.7459742669096061,-2.5559548081112697
